region	bygningstype	antall rom	statistikkvariabel	ar	06515: Boliger,
K-1149 Karmøy	Boligblokk	2 rom	Boliger (bebodde og ubebodde)	2018	90
K-1149 Karmøy	Boligblokk	2 rom	Boliger (bebodde og ubebodde)	2019	90
K-1149 Karmøy	Boligblokk	2 rom	Boliger (bebodde og ubebodde)	2020	86
K-1149 Karmøy	Boligblokk	2 rom	Boliger (bebodde og ubebodde)	2021	88
K-1149 Karmøy	Boligblokk	2 rom	Boliger (bebodde og ubebodde)	2022	88
K-1149 Karmøy	Boligblokk	2 rom	Boliger (bebodde og ubebodde)	2023	94
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2013	447
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2014	477
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2015	513
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2016	545
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2017	563
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2018	575
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2019	561
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2020	571
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2021	573
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2022	609
K-1149 Karmøy	Boligblokk	3 rom	Boliger (bebodde og ubebodde)	2023	652
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2013	159
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2014	168
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2015	197
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2016	220
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2017	223
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2018	225
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2019	230
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2020	234
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2021	235
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2022	244
K-1149 Karmøy	Boligblokk	4 rom	Boliger (bebodde og ubebodde)	2023	256
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2013	7
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2014	9
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2015	9
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2016	13
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2017	15
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2018	15
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2019	17
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2020	11
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2021	13
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2022	13
K-1149 Karmøy	Boligblokk	5 rom	Boliger (bebodde og ubebodde)	2023	13
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2013	4
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2014	4
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2015	4
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2016	4
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2017	4
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2018	4
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2019	4
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2020	3
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2021	3
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2022	3
K-1149 Karmøy	Boligblokk	6 rom	Boliger (bebodde og ubebodde)	2023	3
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2013	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2014	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2015	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2016	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2017	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2018	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2019	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2020	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2021	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2022	0
K-1149 Karmøy	Boligblokk	7 rom	Boliger (bebodde og ubebodde)	2023	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2013	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2014	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2015	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2016	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2017	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2018	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2019	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2020	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2021	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2022	0
K-1149 Karmøy	Boligblokk	8 rom eller flere	Boliger (bebodde og ubebodde)	2023	0
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2013	7
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2014	7
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2015	7
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2016	7
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2017	7
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2018	7
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2019	7
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2020	7
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2021	13
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2022	13
K-1149 Karmøy	Bygning for bofellesskap	1 rom	Boliger (bebodde og ubebodde)	2023	13
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2013	177
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2014	176
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2015	176
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2016	176
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2017	176
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2018	188
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2019	188
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2020	188
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2021	188
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2022	188
K-1149 Karmøy	Bygning for bofellesskap	2 rom	Boliger (bebodde og ubebodde)	2023	193
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2013	26
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2014	26
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2015	26
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2016	26
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2017	10
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2018	10
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2019	10
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2020	10
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2021	10
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2022	10
K-1149 Karmøy	Bygning for bofellesskap	3 rom	Boliger (bebodde og ubebodde)	2023	15
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2013	8
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2014	8
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2015	8
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2016	8
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2017	1
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2018	1
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2019	1
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2020	1
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2021	1
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2022	1
K-1149 Karmøy	Bygning for bofellesskap	4 rom	Boliger (bebodde og ubebodde)	2023	1
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2013	2
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2014	2
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2015	2
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2016	2
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2017	0
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2018	0
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2019	0
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2020	0
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2021	0
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2022	0
K-1149 Karmøy	Bygning for bofellesskap	5 rom	Boliger (bebodde og ubebodde)	2023	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2013	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2014	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2015	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2016	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2017	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2018	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2019	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2020	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2021	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2022	0
K-1149 Karmøy	Bygning for bofellesskap	6 rom	Boliger (bebodde og ubebodde)	2023	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2013	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2014	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2015	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2016	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2017	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2018	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2019	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2020	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2021	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2022	0
K-1149 Karmøy	Bygning for bofellesskap	7 rom	Boliger (bebodde og ubebodde)	2023	0
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2013	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2014	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2015	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2016	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2017	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2018	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2019	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2020	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2021	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2022	2
K-1149 Karmøy	Bygning for bofellesskap	8 rom eller flere	Boliger (bebodde og ubebodde)	2023	2
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2013	38
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2014	39
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2015	50
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2016	50
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2017	50
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2018	49
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2019	58
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2020	58
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2021	75
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2022	75
K-1149 Karmøy	Andre bygningstyper	1 rom	Boliger (bebodde og ubebodde)	2023	74
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2013	82
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2014	90
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2015	93
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2016	93
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2017	89
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2018	88
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2019	88
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2020	87
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2021	87
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2022	87
K-1149 Karmøy	Andre bygningstyper	2 rom	Boliger (bebodde og ubebodde)	2023	88
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2013	103
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2014	107
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2015	107
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2016	108
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2017	107
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2018	112
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2019	109
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2020	114
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2021	110
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2022	111
K-1149 Karmøy	Andre bygningstyper	3 rom	Boliger (bebodde og ubebodde)	2023	114
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2013	39
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2014	39
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2015	40
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2016	40
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2017	39
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2018	36
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2019	35
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2020	36
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2021	37
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2022	37
K-1149 Karmøy	Andre bygningstyper	4 rom	Boliger (bebodde og ubebodde)	2023	37
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2013	37
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2014	36
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2015	36
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2016	37
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2017	36
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2018	36
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2019	37
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2020	35
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2021	34
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2022	34
K-1149 Karmøy	Andre bygningstyper	5 rom	Boliger (bebodde og ubebodde)	2023	32
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2013	19
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2014	19
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2015	18
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2016	18
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2017	18
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2018	16
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2019	15
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2020	13
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2021	13
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2022	13
K-1149 Karmøy	Andre bygningstyper	6 rom	Boliger (bebodde og ubebodde)	2023	13
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2013	2
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2014	3
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2015	3
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2016	3
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2017	3
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2018	3
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2019	3
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2020	3
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2021	3
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2022	3
K-1149 Karmøy	Andre bygningstyper	7 rom	Boliger (bebodde og ubebodde)	2023	1
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2013	17
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2014	17
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2015	17
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2016	17
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2017	17
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2018	17
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2019	15
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2020	12
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2021	12
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2022	12
K-1149 Karmøy	Andre bygningstyper	8 rom eller flere	Boliger (bebodde og ubebodde)	2023	12
